"x","y"
"0.1860597729360125","0.1841213297783057"
"0.18352154341556315","0.18415474869773096"
"0.18550926868501721","0.18506757312077302"
"0.18960737728047267","0.18568306793774902"
"0.18975552561363984","0.18569270227435697"
"0.18959883816765133","0.1857446239018903"
"0.1897484597402144","0.1857446239018903"
"0.1897484597402144","0.1857446239018903"
"0.189764123684772","0.1858658871799375"
"0.18729171000111408","0.18614334859078846"
"0.1886710719047744","0.18616724704874926"
"0.1877368445490245","0.18618923331267367"
"0.18766178017421786","0.1863466118100485"
"0.18687034950051323","0.18678693908314628"
"0.18866213172564844","0.18705621400176892"
"0.18799613611191168","0.1876064709245434"
"0.19164348021581562","0.18829152400066815"
"0.19194356997380263","0.18874683168620426"
"0.19161059468767017","0.18914382871889898"
"0.19031354934959696","0.18925655916456835"
"0.19125288205337782","0.1894100621640264"
"0.19495856406994913","0.18982067592152363"
"0.1958209665945111","0.1899857956506998"
"0.1909597387138131","0.1900051582530578"
"0.19236175657173926","0.19070543069512794"
"0.19398787071288234","0.1910830668028615"
"0.19300532134963658","0.19130492440002475"
"0.19279024283940455","0.19131429103657818"
"0.1943554546938718","0.19140978962318628"
"0.1938455453016941","0.19177471188504047"
"0.19788046363723752","0.1924554519720827"
"0.19672297043650547","0.1927244266773567"
"0.19678262885833256","0.19275542393290945"
"0.1959478117619507","0.19294855719510992"
"0.19662945095776227","0.19386856311050402"
"0.19512766735186884","0.19399209472980816"
"0.1966588200450078","0.19412012981181864"
"0.19665986896377446","0.1945538604205417"
"0.198704360871894","0.19520671796764505"
"0.1968664897098973","0.1952176985622277"
"0.19832034071353247","0.19634318320922306"
"0.20022768690360238","0.19634402996387754"
"0.2000711004667434","0.19665117835442752"
"0.19774336580070856","0.19704814835542991"
"0.19840725872241735","0.1972523682242565"
"0.19941110872404239","0.1974601716696641"
"0.19931130467343222","0.19752673808498855"
"0.19917307813869833","0.19754648013903983"
"0.19726898011610022","0.1978416075186011"
"0.2012356531847132","0.19857355336998866"
