"x","y"
0.1862214248676847,"0.18421341552079615"
0.18364616933517855,"0.18441983003835183"
0.18550926868501721,"0.18506757312077302"
0.18960737728047267,"0.18568306793774902"
0.18975552561363984,"0.18569270227435697"
0.1897484597402144,"0.1857446239018903"
0.1899115976426494,"0.18580713698714915"
0.18959883816765133,"0.1858335672410757"
0.189764123684772,"0.1858658871799375"
0.18791548390726687,"0.18614334859078846"
0.1886710719047744,"0.18616724704874926"
0.1877368445490245,"0.18624889320629462"
0.18766178017421786,"0.1863466118100485"
0.18735271241708606,"0.1869841551185712"
0.18866213172564844,"0.18736210307440343"
0.18799613611191168,"0.18767790123859127"
0.19164348021581562,"0.18829152400066815"
0.19194356997380263,"0.18874683168620426"
0.19161059468767017,"0.18914382871889898"
0.19182914789278532,"0.1894100621640264"
0.19052842807442238,"0.18941242693503332"
0.19495856406994913,"0.18982067592152363"
0.1958209665945111,"0.1899857956506998"
0.19236175657173926,"0.19070543069512794"
0.19214211211273746,"0.19093894627030725"
0.19398787071288234,"0.1910830668028615"
0.19300532134963658,"0.19130492440002475"
0.19279024283940455,"0.19131429103657818"
0.19447398625131015,"0.19177471188504047"
0.19517690608577756,"0.1918007687343923"
0.19788046363723752,"0.1924554519720827"
0.1975435589303687,"0.19275542393290945"
0.1959478117619507,"0.19294855719510992"
0.19672297043650547,"0.19305561171497593"
0.19662945095776227,"0.19386856311050402"
0.19512766735186884,"0.19399209472980816"
0.1966588200450078,"0.19425786480094467"
0.19665986896377446,"0.1945538604205417"
0.1980481290253352,"0.19533825088717646"
0.198704360871894,"0.19567900679393016"
0.19832034071353247,"0.19634318320922306"
0.20022768690360238,"0.19634402996387754"
0.20016427324571384,"0.19665117835442752"
0.19818667710222643,"0.19704814835542991"
0.19840725872241735,"0.1972523682242565"
0.19941110872404239,"0.1974601716696641"
0.19917307813869833,"0.19754648013903983"
0.19931130467343222,"0.19759262086434407"
0.19921484840705816,"0.1978416075186011"
0.2012356531847132,"0.19857355336998866"
