"x","y","label"
1,0.1860597729360125,"Kaggle"
2,0.18352154341556315,"Kaggle"
3,0.18550926868501721,"Kaggle"
4,0.18960737728047267,"Kaggle"
5,0.18975552561363984,"Kaggle"
6,0.18959883816765133,"Kaggle"
7,0.1897484597402144,"Kaggle"
8,0.1897484597402144,"Kaggle"
9,0.189764123684772,"Kaggle"
10,0.18729171000111408,"Kaggle"
11,0.1886710719047744,"Kaggle"
12,0.1877368445490245,"Kaggle"
13,0.18766178017421786,"Kaggle"
14,0.18687034950051323,"Kaggle"
15,0.18866213172564844,"Kaggle"
16,0.18799613611191168,"Kaggle"
17,0.19164348021581562,"Kaggle"
18,0.19194356997380263,"Kaggle"
19,0.19161059468767017,"Kaggle"
20,0.19031354934959696,"Kaggle"
21,0.19125288205337782,"Kaggle"
22,0.19495856406994913,"Kaggle"
23,0.1958209665945111,"Kaggle"
24,0.1909597387138131,"Kaggle"
25,0.19236175657173926,"Kaggle"
26,0.19398787071288234,"Kaggle"
27,0.19300532134963658,"Kaggle"
28,0.19279024283940455,"Kaggle"
29,0.1943554546938718,"Kaggle"
30,0.1938455453016941,"Kaggle"
31,0.19788046363723752,"Kaggle"
32,0.19672297043650547,"Kaggle"
33,0.19678262885833256,"Kaggle"
34,0.1959478117619507,"Kaggle"
35,0.19662945095776227,"Kaggle"
36,0.19512766735186884,"Kaggle"
37,0.1966588200450078,"Kaggle"
38,0.19665986896377446,"Kaggle"
39,0.198704360871894,"Kaggle"
40,0.1968664897098973,"Kaggle"
41,0.19832034071353247,"Kaggle"
42,0.20022768690360238,"Kaggle"
43,0.2000711004667434,"Kaggle"
44,0.19774336580070856,"Kaggle"
45,0.19840725872241735,"Kaggle"
46,0.19941110872404239,"Kaggle"
47,0.19931130467343222,"Kaggle"
48,0.19917307813869833,"Kaggle"
49,0.19726898011610022,"Kaggle"
50,0.2012356531847132,"Kaggle"
1,0.1862214248676847,"Ladder"
2,0.18364616933517855,"Ladder"
3,0.18550926868501721,"Ladder"
4,0.18960737728047267,"Ladder"
5,0.18975552561363984,"Ladder"
6,0.1897484597402144,"Ladder"
7,0.1899115976426494,"Ladder"
8,0.18959883816765133,"Ladder"
9,0.189764123684772,"Ladder"
10,0.18791548390726687,"Ladder"
11,0.1886710719047744,"Ladder"
12,0.1877368445490245,"Ladder"
13,0.18766178017421786,"Ladder"
14,0.18735271241708606,"Ladder"
15,0.18866213172564844,"Ladder"
16,0.18799613611191168,"Ladder"
17,0.19164348021581562,"Ladder"
18,0.19194356997380263,"Ladder"
19,0.19161059468767017,"Ladder"
20,0.19182914789278532,"Ladder"
21,0.19052842807442238,"Ladder"
22,0.19495856406994913,"Ladder"
23,0.1958209665945111,"Ladder"
24,0.19236175657173926,"Ladder"
25,0.19214211211273746,"Ladder"
26,0.19398787071288234,"Ladder"
27,0.19300532134963658,"Ladder"
28,0.19279024283940455,"Ladder"
29,0.19447398625131015,"Ladder"
30,0.19517690608577756,"Ladder"
31,0.19788046363723752,"Ladder"
32,0.1975435589303687,"Ladder"
33,0.1959478117619507,"Ladder"
34,0.19672297043650547,"Ladder"
35,0.19662945095776227,"Ladder"
36,0.19512766735186884,"Ladder"
37,0.1966588200450078,"Ladder"
38,0.19665986896377446,"Ladder"
39,0.1980481290253352,"Ladder"
40,0.198704360871894,"Ladder"
41,0.19832034071353247,"Ladder"
42,0.20022768690360238,"Ladder"
43,0.20016427324571384,"Ladder"
44,0.19818667710222643,"Ladder"
45,0.19840725872241735,"Ladder"
46,0.19941110872404239,"Ladder"
47,0.19917307813869833,"Ladder"
48,0.19931130467343222,"Ladder"
49,0.19921484840705816,"Ladder"
50,0.2012356531847132,"Ladder"
1,0.1841213297783057,"Test"
2,0.18415474869773096,"Test"
3,0.18506757312077302,"Test"
4,0.18568306793774902,"Test"
5,0.18569270227435697,"Test"
6,0.1857446239018903,"Test"
7,0.1857446239018903,"Test"
8,0.1857446239018903,"Test"
9,0.1858658871799375,"Test"
10,0.18614334859078846,"Test"
11,0.18616724704874926,"Test"
12,0.18618923331267367,"Test"
13,0.1863466118100485,"Test"
14,0.18678693908314628,"Test"
15,0.18705621400176892,"Test"
16,0.1876064709245434,"Test"
17,0.18829152400066815,"Test"
18,0.18874683168620426,"Test"
19,0.18914382871889898,"Test"
20,0.18925655916456835,"Test"
21,0.1894100621640264,"Test"
22,0.18982067592152363,"Test"
23,0.1899857956506998,"Test"
24,0.1900051582530578,"Test"
25,0.19070543069512794,"Test"
26,0.1910830668028615,"Test"
27,0.19130492440002475,"Test"
28,0.19131429103657818,"Test"
29,0.19140978962318628,"Test"
30,0.19177471188504047,"Test"
31,0.1924554519720827,"Test"
32,0.1927244266773567,"Test"
33,0.19275542393290945,"Test"
34,0.19294855719510992,"Test"
35,0.19386856311050402,"Test"
36,0.19399209472980816,"Test"
37,0.19412012981181864,"Test"
38,0.1945538604205417,"Test"
39,0.19520671796764505,"Test"
40,0.1952176985622277,"Test"
41,0.19634318320922306,"Test"
42,0.19634402996387754,"Test"
43,0.19665117835442752,"Test"
44,0.19704814835542991,"Test"
45,0.1972523682242565,"Test"
46,0.1974601716696641,"Test"
47,0.19752673808498855,"Test"
48,0.19754648013903983,"Test"
49,0.1978416075186011,"Test"
50,0.19857355336998866,"Test"
